what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1509876968465
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1509876968465
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1509876968465
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1509876968465
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1509876968465
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1509876968465
stopped,bundle,org.eclipse.compare,3.5.500.v20131106-1552,"org.eclipse.compare",1509876968497
stopped,bundle,org.eclipse.pde.api.tools,1.0.600.v20140520-1809,"org.eclipse.pde.api.tools",1509876968512
stopped,bundle,org.eclipse.pde.ds.core,1.0.300.v20140204-1740,"org.eclipse.pde.ds.core",1509876968512
stopped,bundle,org.eclipse.pde.launching,3.6.200.v20140521-1231,"org.eclipse.pde.launching",1509876968512
stopped,bundle,org.eclipse.pde.ua.core,1.0.300.v20140204-1740,"org.eclipse.pde.ua.core",1509876968512
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotation.model,1.1.300.v201004110730,"org.eclipse.jst.j2ee.ejb.annotation.model",1509876968512
stopped,bundle,org.eclipse.jst.jee.ejb,1.0.400.v201305061702,"org.eclipse.jst.jee.ejb",1509876968512
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.500.v201401152035,"org.eclipse.jst.ws.axis.consumption.core",1509876968512
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.750.v201309242123,"org.eclipse.jst.ws.consumption",1509876968512
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1509876968512
stopped,bundle,org.eclipse.jst.ws,1.0.701.v201411261651,"org.eclipse.jst.ws",1509876968512
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1509876968512
stopped,bundle,org.eclipse.jst.j2ee.ejb,1.1.800.v201404021607,"org.eclipse.jst.j2ee.ejb",1509876968512
stopped,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.551.v201409041522,"org.eclipse.jst.ws.jaxrs.core",1509876968512
stopped,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1509876968512
stopped,bundle,org.eclipse.jst.j2ee.web,1.1.502.v201202090300,"org.eclipse.jst.j2ee.web",1509876968512
stopped,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1509876968512
stopped,bundle,org.eclipse.jst.j2ee.jca,1.1.700.v201305311426,"org.eclipse.jst.j2ee.jca",1509876968512
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201302011850,"org.eclipse.jst.j2ee.webservice",1509876968512
stopped,bundle,org.eclipse.jpt.jaxb.eclipselink.core,1.0.0.v201105180000,"org.eclipse.jpt.jaxb.eclipselink.core",1509876968512
stopped,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1509876968512
stopped,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1509876968512
stopped,bundle,org.eclipse.jst.jsf.facesconfig,1.2.2.v201105031140,"org.eclipse.jst.jsf.facesconfig",1509876968512
stopped,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1509876968512
stopped,bundle,org.eclipse.jst.j2ee.core,1.3.100.v201404161600,"org.eclipse.jst.j2ee.core",1509876968512
stopped,bundle,org.eclipse.jem.beaninfo,2.0.300.v200905030615,"org.eclipse.jem.beaninfo",1509876968512
stopped,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1509876968512
stopped,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1509876968512
stopped,bundle,org.eclipse.jem.proxy,2.0.400.v201101101900,"org.eclipse.jem.proxy",1509876968512
stopped,bundle,org.eclipse.pde.core,3.10.0.v20140519-1409,"org.eclipse.pde.core",1509876968512
stopped,bundle,org.eclipse.team.cvs.ssh2,3.2.400.v20131112-1442,"org.eclipse.team.cvs.ssh2",1509876968512
stopped,bundle,org.eclipse.team.cvs.core,3.3.600.v20131112-1442,"org.eclipse.team.cvs.core",1509876968512
stopped,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20131113-0353,"org.eclipse.jdt.apt.pluggable.core",1509876968512
stopped,bundle,org.eclipse.jdt.core.manipulation,1.5.0.v20130605-1748,"org.eclipse.jdt.core.manipulation",1509876968512
stopped,bundle,org.eclipse.jdt.junit.core,3.7.300.v20140409-1618,"org.eclipse.jdt.junit.core",1509876968512
stopped,bundle,org.eclipse.jdt.apt.core,3.3.600.v20150122-0735,"org.eclipse.jdt.apt.core",1509876968512
stopped,bundle,org.eclipse.emf.importer.ecore,2.6.0.v20120130-0943,"org.eclipse.emf.importer.ecore",1509876968512
stopped,bundle,org.eclipse.emf.importer.java,2.6.0.v20120130-0943,"org.eclipse.emf.importer.java",1509876968512
stopped,bundle,org.eclipse.emf.importer.rose,2.6.0.v20120130-0943,"org.eclipse.emf.importer.rose",1509876968512
stopped,bundle,org.eclipse.emf.ant,2.7.0.v20120130-0943,"org.eclipse.emf.ant",1509876968512
stopped,bundle,org.eclipse.emf.exporter,2.6.0.v20120130-0943,"org.eclipse.emf.exporter",1509876968512
stopped,bundle,org.eclipse.emf.importer,2.6.0.v20120130-0943,"org.eclipse.emf.importer",1509876968512
stopped,bundle,org.eclipse.emf.converter,2.5.0.v20120130-0943,"org.eclipse.emf.converter",1509876968512
stopped,bundle,org.eclipse.emf.codegen.ecore.ui,2.7.0.v20120130-0943,"org.eclipse.emf.codegen.ecore.ui",1509876968512
stopped,bundle,org.eclipse.emf.codegen.ecore,2.7.0.v20120130-0943,"org.eclipse.emf.codegen.ecore",1509876968512
stopped,bundle,org.eclipse.emf.codegen.ui,2.6.0.v20120130-0943,"org.eclipse.emf.codegen.ui",1509876968512
stopped,bundle,org.eclipse.emf.codegen,2.6.0.v20120130-0943,"org.eclipse.emf.codegen",1509876968512
stopped,bundle,org.eclipse.jst.common.frameworks,1.1.501.v201201190400,"org.eclipse.jst.common.frameworks",1509876968512
stopped,bundle,org.eclipse.jpt.common.eclipselink.core,1.0.1.v201108080010,"org.eclipse.jpt.common.eclipselink.core",1509876968512
stopped,bundle,org.eclipse.jst.server.tomcat.core,1.1.301.v20111010_1242,"org.eclipse.jst.server.tomcat.core",1509876968512
stopped,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1509876968512
stopped,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1509876968512
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1509876968512
stopped,bundle,org.eclipse.jdt.launching,3.7.102.v20141111-0953,"org.eclipse.jdt.launching",1509876968512
stopped,bundle,org.eclipse.jdt.debug,3.8.102.v20150115-1323,"org.eclipse.jdt.debug",1509876968559
stopped,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1509876968559
stopped,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1509876968559
stopped,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1509876968559
stopped,bundle,org.eclipse.jdt.core,3.10.2.v20150120-1634,"org.eclipse.jdt.core",1509876968971
stopped,bundle,org.eclipse.egit.core,3.4.2.201412180340-r,"org.eclipse.egit.core",1509876968971
stopped,bundle,org.eclipse.wst.jsdt.debug.crossfire,1.0.150.v201201112259,"org.eclipse.wst.jsdt.debug.crossfire",1509876968971
stopped,bundle,org.eclipse.wst.jsdt.debug.rhino,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.rhino",1509876968971
stopped,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1509876968971
stopped,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1509876968971
stopped,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1509876968971
stopped,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1509876968971
stopped,bundle,org.eclipse.team.core,3.7.0.v20130514-1224,"org.eclipse.team.core",1509876968971
stopped,bundle,org.eclipse.ui.externaltools,3.2.300.v20140327-1949,"org.eclipse.ui.externaltools",1509876968971
stopped,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1509876968971
stopped,bundle,org.eclipse.wst.server.http.ui,1.0.200.v20090113,"org.eclipse.wst.server.http.ui",1509876968971
stopped,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1509876968971
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1510211165087
started,bundle,org.eclipse.osgi,3.10.0.v20140606-1445,"org.eclipse.osgi",1510211165087
started,bundle,org.eclipse.equinox.simpleconfigurator,1.1.0.v20131217-1203,"org.eclipse.equinox.simpleconfigurator",1510211165087
started,bundle,com.ibm.icu,52.1.0.v201404241930,"com.ibm.icu",1510211165087
started,bundle,org.apache.felix.gogo.command,0.10.0.v201209301215,"org.apache.felix.gogo.command",1510211165087
started,bundle,org.apache.felix.gogo.runtime,0.10.0.v201209301036,"org.apache.felix.gogo.runtime",1510211165087
started,bundle,org.apache.felix.gogo.shell,0.10.0.v201212101605,"org.apache.felix.gogo.shell",1510211165087
started,bundle,org.eclipse.compare.core,3.5.400.v20130903-0736,"org.eclipse.compare.core",1510211165103
started,bundle,org.eclipse.core.contenttype,3.4.200.v20140207-1251,"org.eclipse.core.contenttype",1510211165103
started,bundle,org.eclipse.core.databinding.observable,1.4.1.v20140210-1835,"org.eclipse.core.databinding.observable",1510211165103
started,bundle,org.eclipse.core.expressions,3.4.600.v20140128-0851,"org.eclipse.core.expressions",1510211165103
started,bundle,org.eclipse.core.filebuffers,3.5.400.v20140127-1516,"org.eclipse.core.filebuffers",1510211165103
started,bundle,org.eclipse.core.filesystem,1.4.100.v20140514-1614,"org.eclipse.core.filesystem",1510211165103
started,bundle,org.eclipse.core.jobs,3.6.0.v20140424-0053,"org.eclipse.core.jobs",1510211165103
started,bundle,org.eclipse.core.net,1.2.200.v20140124-2013,"org.eclipse.core.net",1510211165103
started,bundle,org.eclipse.core.resources,3.9.0.v20140514-1307,"org.eclipse.core.resources",1510211165103
started,bundle,org.eclipse.core.runtime,3.10.0.v20140318-2214,"org.eclipse.core.runtime",1510211165103
started,bundle,org.eclipse.core.runtime.compatibility,3.2.200.v20140128-0851,"org.eclipse.core.runtime.compatibility",1510211165103
started,bundle,org.eclipse.core.variables,3.2.800.v20130819-1716,"org.eclipse.core.variables",1510211165103
started,bundle,org.eclipse.debug.core,3.9.0.v20140521-1435,"org.eclipse.debug.core",1510211165103
started,bundle,org.eclipse.e4.core.commands,0.10.2.v20140424-2344,"org.eclipse.e4.core.commands",1510211165103
started,bundle,org.eclipse.e4.core.contexts,1.3.100.v20140407-1019,"org.eclipse.e4.core.contexts",1510211165103
started,bundle,org.eclipse.e4.core.di,1.4.0.v20140414-1837,"org.eclipse.e4.core.di",1510211165103
started,bundle,org.eclipse.e4.core.di.extensions,0.12.0.v20140417-2033,"org.eclipse.e4.core.di.extensions",1510211165103
started,bundle,org.eclipse.e4.core.services,1.2.0.v20140509-1840,"org.eclipse.e4.core.services",1510211165103
started,bundle,org.eclipse.e4.ui.bindings,0.10.200.v20140424-2042,"org.eclipse.e4.ui.bindings",1510211165103
started,bundle,org.eclipse.e4.ui.css.swt,0.11.100.v20140522-1045,"org.eclipse.e4.ui.css.swt",1510211165103
started,bundle,org.eclipse.e4.ui.css.swt.theme,0.9.300.v20140424-2042,"org.eclipse.e4.ui.css.swt.theme",1510211165103
started,bundle,org.eclipse.e4.ui.di,1.0.0.v20140328-2112,"org.eclipse.e4.ui.di",1510211165103
started,bundle,org.eclipse.e4.ui.model.workbench,1.1.0.v20140512-1820,"org.eclipse.e4.ui.model.workbench",1510211165103
started,bundle,org.eclipse.e4.ui.services,1.1.0.v20140328-1925,"org.eclipse.e4.ui.services",1510211165103
started,bundle,org.eclipse.e4.ui.workbench,1.1.0.v20140528-1949,"org.eclipse.e4.ui.workbench",1510211165103
started,bundle,org.eclipse.e4.ui.workbench.addons.swt,1.1.0.v20140602-1537,"org.eclipse.e4.ui.workbench.addons.swt",1510211165103
started,bundle,org.eclipse.e4.ui.workbench.renderers.swt,0.12.0.v20140521-1818,"org.eclipse.e4.ui.workbench.renderers.swt",1510211165103
started,bundle,org.eclipse.e4.ui.workbench.swt,0.12.100.v20140530-1436,"org.eclipse.e4.ui.workbench.swt",1510211165103
started,bundle,org.eclipse.equinox.app,1.3.200.v20130910-1609,"org.eclipse.equinox.app",1510211165103
started,bundle,org.eclipse.equinox.common,3.6.200.v20130402-1505,"org.eclipse.equinox.common",1510211165103
started,bundle,org.eclipse.equinox.console,1.1.0.v20140131-1639,"org.eclipse.equinox.console",1510211165103
started,bundle,org.eclipse.equinox.ds,1.4.200.v20131126-2331,"org.eclipse.equinox.ds",1510211165103
started,bundle,org.eclipse.equinox.event,1.3.100.v20140115-1647,"org.eclipse.equinox.event",1510211165103
started,bundle,org.eclipse.equinox.p2.core,2.3.0.v20131211-1531,"org.eclipse.equinox.p2.core",1510211165103
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.1.0.v20131211-1531,"org.eclipse.equinox.p2.directorywatcher",1510211165118
started,bundle,org.eclipse.equinox.p2.engine,2.3.0.v20140506-1720,"org.eclipse.equinox.p2.engine",1510211165118
started,bundle,org.eclipse.equinox.p2.metadata,2.2.0.v20131211-1531,"org.eclipse.equinox.p2.metadata",1510211165118
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.100.v20131209-2144,"org.eclipse.equinox.p2.metadata.repository",1510211165118
started,bundle,org.eclipse.equinox.p2.operations,2.4.0.v20131119-0908,"org.eclipse.equinox.p2.operations",1510211165118
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.200.v20131119-0908,"org.eclipse.equinox.p2.reconciler.dropins",1510211165118
started,bundle,org.eclipse.equinox.p2.repository,2.3.0.v20131211-1531,"org.eclipse.equinox.p2.repository",1510211165118
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.2.0.v20140422-1847,"org.eclipse.equinox.p2.ui.sdk.scheduler",1510211165118
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20131119-0908,"org.eclipse.equinox.p2.updatechecker",1510211165118
started,bundle,org.eclipse.equinox.preferences,3.5.200.v20140224-1527,"org.eclipse.equinox.preferences",1510211165118
started,bundle,org.eclipse.equinox.registry,3.5.400.v20140428-1507,"org.eclipse.equinox.registry",1510211165118
started,bundle,org.eclipse.equinox.security,1.2.0.v20130424-1801,"org.eclipse.equinox.security",1510211165118
started,bundle,org.eclipse.equinox.util,1.0.500.v20130404-1337,"org.eclipse.equinox.util",1510211165118
started,bundle,org.eclipse.help,3.6.0.v20130326-1254,"org.eclipse.help",1510211165118
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20131113-0353,"org.eclipse.jdt.apt.pluggable.core",1510211165118
started,bundle,org.eclipse.jdt.core.manipulation,1.5.0.v20130605-1748,"org.eclipse.jdt.core.manipulation",1510211165118
started,bundle,org.eclipse.jface,3.10.0.v20140604-0740,"org.eclipse.jface",1510211165118
started,bundle,org.eclipse.jsch.core,1.1.500.v20131112-1442,"org.eclipse.jsch.core",1510211165118
started,bundle,org.eclipse.ltk.core.refactoring,3.6.100.v20140520-1248,"org.eclipse.ltk.core.refactoring",1510211165118
started,bundle,org.eclipse.ltk.ui.refactoring,3.7.100.v20140324-1358,"org.eclipse.ltk.ui.refactoring",1510211165118
started,bundle,org.eclipse.pde.core,3.10.0.v20140519-1409,"org.eclipse.pde.core",1510211165118
started,bundle,org.eclipse.pde.launching,3.6.200.v20140521-1231,"org.eclipse.pde.launching",1510211165118
started,bundle,org.eclipse.pde.ui,3.8.100.v20140529-0947,"org.eclipse.pde.ui",1510211165118
started,bundle,org.eclipse.search,3.9.100.v20140226-1637,"org.eclipse.search",1510211165118
started,bundle,org.eclipse.team.core,3.7.0.v20130514-1224,"org.eclipse.team.core",1510211165118
started,bundle,org.eclipse.team.cvs.core,3.3.600.v20131112-1442,"org.eclipse.team.cvs.core",1510211165118
started,bundle,org.eclipse.team.cvs.ui,3.3.600.v20130514-1224,"org.eclipse.team.cvs.ui",1510211165118
started,bundle,org.eclipse.team.ui,3.7.100.v20130710-1213,"org.eclipse.team.ui",1510211165118
started,bundle,org.eclipse.ui,3.106.0.v20140519-0906,"org.eclipse.ui",1510211165118
started,bundle,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console",1510211165118
started,bundle,org.eclipse.ui.editors,3.8.200.v20140401-1310,"org.eclipse.ui.editors",1510211165118
started,bundle,org.eclipse.ui.forms,3.6.100.v20140422-1825,"org.eclipse.ui.forms",1510211165118
started,bundle,org.eclipse.ui.ide,3.10.0.v20140521-1937,"org.eclipse.ui.ide",1510211165118
started,bundle,org.eclipse.ui.net,1.2.200.v20120807-0927,"org.eclipse.ui.net",1510211165118
started,bundle,org.eclipse.ui.trace,1.0.200.v20140424-1951,"org.eclipse.ui.trace",1510211165118
started,bundle,org.eclipse.ui.views,3.7.0.v20140408-0703,"org.eclipse.ui.views",1510211165134
started,bundle,org.eclipse.ui.views.log,1.0.500.v20140512-1221,"org.eclipse.ui.views.log",1510211165134
started,bundle,org.eclipse.ui.workbench,3.106.0.v20140530-0732,"org.eclipse.ui.workbench",1510211165134
started,bundle,org.eclipse.ui.workbench.texteditor,3.9.0.v20140411-1521,"org.eclipse.ui.workbench.texteditor",1510211165134
started,bundle,org.eclipse.update.configurator,3.3.300.v20140518-1928,"org.eclipse.update.configurator",1510211165134
started,bundle,org.eclipse.jdt.apt.core,3.3.600.v20150122-0735,"org.eclipse.jdt.apt.core",1510211165134
started,bundle,org.eclipse.jdt.core,3.10.2.v20150120-1634,"org.eclipse.jdt.core",1510211165134
started,bundle,org.eclipse.jdt.launching,3.7.102.v20141111-0953,"org.eclipse.jdt.launching",1510211165134
started,bundle,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui",1510211165134
started,bundle,org.eclipse.wst.web,1.1.800.v201312041500,"org.eclipse.wst.web",1510211165134
started,bundle,org.eclipse.emf.common,2.11.1.v20160208-0816,"org.eclipse.emf.common",1510211165134
